Sede,Estudiante,Grado,Grupo,Periodo,Año,Intensidad Horaria,Asignatura,Cognitiva,Procedimental,Actitudinal,Axiologica,Calificacion_Ponderada
Fusagasugá,ebcaaef563453b4b3951cb0211c36ac83efd40528c46a7fc16fefa4988e9191f,10,A,III,2023,1.0,Robótica y TICS,85,89,80,85.0,85.2
Fusagasugá,ebcaaef563453b4b3951cb0211c36ac83efd40528c46a7fc16fefa4988e9191f,10,A,III,2023,1.0,Inteligencia emocional e Integralidad,90,97,90,100.0,93.1
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,3.0,Ciencias Naturales,75,75,90,90.0,79.5
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,4.0,Ciencias Sociales,80,81,100,100.0,86.3
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,5.0,Matemáticas,89,86,93,93.0,89.3
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,3.0,Lengua Castellana,82,83,95,100.0,86.7
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,4.0,Inglés,60,62,100,80.0,70.6
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,2.0,Creatividad e Innovación,91,91,90,90.0,90.7
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,88,87,79,88.0,85.89999999999999
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,3.0,Educación Física,93,94,95,95.0,93.9
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,2.0,Lectura Crítica,93,95,95,100.0,94.7
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,1.0,Artes,87,87,85,85.0,86.4
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,1.0,Robótica y TICS,84,72,80,90.0,80.2
Fusagasugá,08d45e4455ceaca70b9771c8a49d43d44e0d9838094d77def8814a88a90b8869,4,A,IV,2023,1.0,Inteligencia emocional e Integralidad,92,99,85,100.0,93.5
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,5.0,Ciencias Naturales,87,91,90,90.0,89.10000000000001
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,4.0,Ciencias Sociales,85,86,100,97.0,89.5
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,7.0,Matemáticas,84,85,90,90.0,86.1
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,4.0,Lengua Castellana,94,95,93,100.0,94.69999999999999
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,1.0,Lectura Crítica,91,92,92,91.0,91.5
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,4.0,English,80,79,90,92.0,82.9
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,2.0,Français,87,91,90,90.0,89.10000000000001
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,2.0,Filosofía,92,87,100,100.0,92.9
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,2.0,Educación Física,90,90,88,93.0,89.89999999999999
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,3.0,Plan de inversión,92,95,93,94.0,93.30000000000001
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,1.0,Artes,90,90,91,95.0,90.7
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,1.0,Tecnologías Informáticas,91,91,90,90.0,90.7
Fusagasugá,010d8f4f7c077d743db478bb179744e3dba363d87394e85a47584aeb87cc1bd7,10,A,I,2024,1.0,Integralidad,98,98,100,100.0,98.6
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,5.0,Ciencias Naturales,69,69,84,97.0,74.8
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,2.0,Ciencias Políticas y Económicas,75,61,60,90.0,69.3
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,2.0,Filosofía,77,77,70,90.0,76.9
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,6.0,Trigonometría,66,71,80,90.0,72.7
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,4.0,Lengua Castellana,85,87,90,95.0,87.6
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,4.0,Inglés,65,67,90,90.0,73.1
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,2.0,Francés,64,69,80,100.0,72.3
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,1.0,Educación Ambiental,83,83,85,89.0,84.0
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,3.0,Proyecto de inversión,86,87,90,95.0,88.0
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,2.0,Educación Física,89,89,90,90.0,89.3
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,2.0,Lectura Crítica,93,92,90,91.0,91.89999999999999
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,1.0,Artes,90,87,85,80.0,87.1
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,1.0,Robótica y TICS,80,87,80,90.0,83.1
Fusagasugá,60e029d486188fddd2ae2a10a406927496e4751c861a567d40a796847a4843a7,10,A,I,2023,1.0,Inteligencia emocional e Integralidad,99,92,80,90.0,92.2
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,3.0,Ciencias Naturales,84,84,92,95.0,86.7
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,4.0,Ciencias Sociales,84,74,95,90.0,83.8
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,5.0,Matemáticas,69,69,78,90.0,72.9
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,3.0,Lengua Castellana,86,89,85,100.0,88.1
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,2.0,Inglés,79,83,100,100.0,86.5
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,2.0,Creatividad e Innovación,85,86,88,85.0,85.9
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,4.0,Aprendizaje Basado en Proyectos,69,70,89,90.0,75.4
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,3.0,Educación Física,86,86,80,80.0,84.2
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,2.0,Lectura Crítica,83,83,85,94.0,84.5
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,1.0,Artes,90,90,92,95.0,90.9
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,1.0,Robótica y TICS,80,83,80,90.0,81.9
Fusagasugá,e96c68caf59af1c3b39ab0dc145e970b2f8509f8e5a59b519c0f07963624cd7d,5,A,I,2023,1.0,Inteligencia emocional e Integralidad,87,91,98,100.0,91.70000000000002
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,3.0,Ciencias Naturales,99,100,100,100.0,99.6
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,4.0,Ciencias Sociales,93,99,95,88.0,94.7
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,6.0,Matemáticas,100,99,100,100.0,99.7
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,3.0,Lengua Castellana,92,94,95,100.0,94.0
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,4.0,Inglés,99,99,96,97.0,98.2
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,2.0,Innovación y Emprendimiento,98,98,98,98.0,97.99999999999999
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,7.0,Aprendizaje Basado en Investigación,95,96,99,100.0,96.6
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,3.0,Educación Física,94,94,90,95.0,93.3
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,2.0,Lectura Crítica,90,91,90,100.0,91.3
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,1.0,Artes,94,94,95,95.0,94.3
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,1.0,Robótica y TICS,87,90,80,90.0,86.80000000000001
Fusagasugá,bca75800219a866eca179a66c20b27a74d8fca5fdaf43558be8f6cfbbf3742c5,9,A,II,2023,1.0,Inteligencia emocional e Integralidad,100,100,100,100.0,100.0
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,3.0,Ciencias Naturales,84,85,95,96.0,87.69999999999999
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,3.0,Ciencias Sociales,83,82,95,95.0,86.3
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,5.0,Matemáticas,79,80,95,97.0,84.3
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,4.0,Lengua Castellana,77,76,95,95.0,82.1
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,4.0,Inglés,85,86,95,100.0,88.8
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,2.0,Creatividad e Innovación,89,87,90,90.0,88.7
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,93,93,95,83.0,92.39999999999999
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,3.0,Educación Física,94,94,98,95.0,94.9
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,2.0,Lectura Crítica,56,53,90,70.0,63.3
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,1.0,Artes,90,90,90,90.0,90.0
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,1.0,Robótica y TICS,90,88,92,95.0,90.3
Fusagasugá,7f0aaec74cd36acf7a66003418397dfeb59af49885bf5501b8fb9956f12691ae,2,A,IV,2023,1.0,Inteligencia emocional e Integralidad,87,90,100,100.0,91.80000000000001
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,4.0,Ciencias Naturales,85,87,91,91.0,87.39999999999999
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,4.0,Ciencias Sociales,92,94,82,82.0,89.60000000000001
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,6.0,Matemáticas,74,75,95,95.0,80.6
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,3.0,Lengua Castellana,78,79,95,100.0,83.9
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,2.0,Lectura Crítica,93,93,95,97.0,93.8
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,4.0,English,86,86,100,100.0,90.2
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,3.0,Educación Física,92,92,85,80.0,89.4
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,1.0,Innovación y Emprendimiento,90,90,90,93.0,90.3
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,2.0,Aprendizaje Basado en Investigación,92,94,93,87.0,92.3
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,1.0,Artes,93,93,95,92.0,93.3
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,1.0,Tecnologías Informáticas,92,82,85,82.0,86.60000000000001
Fusagasugá,34277996bcb72df89d1e064fd22efd271a56d01ebca62877b8e18c78854a9244,6,A,I,2024,1.0,Integralidad,100,100,99,99.0,99.7
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,3.0,Ciencias Naturales,89,91,95,95.0,91.4
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,4.0,Ciencias Sociales,81,80,76,95.0,81.1
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,6.0,Matemáticas,83,82,95,95.0,86.3
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,3.0,Lengua Castellana,91,90,90,100.0,91.4
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,4.0,Inglés,88,88,94,100.0,90.4
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,2.0,Innovación y Emprendimiento,90,90,95,95.0,91.5
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,7.0,Aprendizaje Basado en Investigación,79,79,89,87.0,81.8
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,3.0,Educación Física,82,82,90,90.0,84.4
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,2.0,Lectura Crítica,89,89,90,100.0,90.3
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,1.0,Artes,87,87,85,85.0,86.4
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,1.0,Robótica y TICS,80,80,80,90.0,81.0
Fusagasugá,c1fbb87e12423109eba0409485974525d8d9acaeb5b01f8abce1084b53133a04,9,A,IV,2023,1.0,Inteligencia emocional e Integralidad,80,73,100,95.0,83.4
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,4.0,Ciencias Naturales,92,93,92,92.0,92.30000000000001
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,4.0,Ciencias Sociales,91,91,99,96.0,93.1
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,6.0,Matemáticas,97,96,100,100.0,97.6
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,3.0,Lengua Castellana,92,94,92,90.0,92.4
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,2.0,Lectura Crítica,92,91,89,90.0,90.9
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,4.0,English,87,86,97,97.0,89.70000000000002
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,3.0,Educación Física,89,89,95,85.0,89.8
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,1.0,Innovación y Emprendimiento,92,90,94,95.0,92.10000000000001
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,2.0,Aprendizaje Basado en Investigación,95,95,98,96.0,95.69999999999999
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,1.0,Artes,90,89,89,92.0,89.7
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,1.0,Tecnologías Informáticas,80,80,80,80.0,80.0
Fusagasugá,27f56915039b5cafa600f80194e660b3085746a02c4756f101a90942fdcf4656,8,A,I,2024,1.0,Integralidad,93,91,90,93.0,91.8
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,5.0,Ciencias Naturales,92,86,89,89.0,89.30000000000001
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,4.0,Ciencias Sociales,94,93,100,98.0,95.3
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,7.0,Matemáticas,85,85,95,95.0,88.0
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,4.0,Lengua Castellana,92,93,98,100.0,94.30000000000001
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,1.0,Lectura Crítica,90,91,92,94.0,91.10000000000001
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,4.0,English,94,94,96,95.0,94.5
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,2.0,Français,93,94,100,90.0,94.4
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,2.0,Filosofía,98,95,100,100.0,97.7
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,2.0,Educación Física,93,94,88,93.0,92.3
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,3.0,Plan de inversión,94,96,93,95.0,94.5
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,1.0,Artes,95,95,95,94.0,94.9
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,1.0,Tecnologías Informáticas,99,96,95,95.0,96.9
Fusagasugá,c1a9c9572b539a36650ad30bef18c79d12d364e32e7b5b8ad263491bdf13e0d8,10,A,I,2024,1.0,Integralidad,98,98,100,100.0,98.6
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,3.0,Ciencias Naturales,94,96,92,95.0,94.30000000000001
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,3.0,Ciencias Sociales,94,94,92,95.0,93.7
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,5.0,Matemáticas,94,94,93,93.0,93.7
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,4.0,Lengua Castellana,94,94,94,95.0,94.1
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,4.0,Inglés,89,86,90,95.0,88.9
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,2.0,Creatividad e Innovación,87,88,90,92.0,88.4
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,4.0,Aprendizaje Basado en Proyectos,87,87,95,95.0,89.4
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,3.0,Educación Física,89,88,85,85.0,87.5
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,2.0,Lectura Crítica,94,94,95,95.0,94.3
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,1.0,Artes,92,89,95,98.0,92.3
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,1.0,Robótica y TICS,89,90,88,93.0,89.5
Fusagasugá,9f30b651f6648e382e96abc09c65f342f7d52b77dd6f0c99fa39a4e99a23f913,1,A,I,2023,1.0,Inteligencia emocional e Integralidad,93,97,100,100.0,96.3
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,4.0,Ciencias Naturales,82,86,94,94.0,86.80000000000001
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,4.0,Ciencias Sociales,74,74,99,100.0,81.6
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,6.0,Matemáticas,71,74,90,100.0,78.6
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,3.0,Lengua Castellana,77,77,100,100.0,83.9
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,2.0,Lectura Crítica,92,92,95,96.0,93.0
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,4.0,English,73,73,90,95.0,78.6
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,3.0,Educación Física,90,91,95,90.0,91.3
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,1.0,Innovación y Emprendimiento,91,92,95,95.0,92.5
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,2.0,Aprendizaje Basado en Investigación,96,96,90,95.0,94.7
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,1.0,Artes,94,94,94,95.0,94.1
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,1.0,Tecnologías Informáticas,95,97,100,100.0,97.1
Fusagasugá,fea10c842ece582e634e39d49e4e90276471e4ec640d1e5d739f5c3e9a37688a,7,A,II,2024,1.0,Integralidad,95,96,95,96.0,95.4
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,3.0,Ciencias Naturales,73,73,88,90.0,77.7
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,4.0,Ciencias Sociales,76,63,60,90.0,70.3
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,5.0,Matemáticas,60,60,80,90.0,67.0
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,3.0,Lengua Castellana,72,71,50,80.0,68.1
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,2.0,Inglés,71,71,70,80.0,71.7
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,2.0,Creatividad e Innovación,83,83,75,75.0,80.6
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,4.0,Aprendizaje Basado en Proyectos,85,86,75,69.0,81.7
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,3.0,Educación Física,76,75,95,85.0,80.4
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,2.0,Lectura Crítica,91,79,50,90.0,79.1
Fusagasugá,885ecc3b5e7d28b23f2bac402f73c7e6c5fd69095e2c04621d0f1a85a02c0c92,5,A,IV,2023,1.0,Artes,73,73,70,70.0,72.1
